396,COLUMBIA FALLS,Maine,ME,932,39.2,2.35,22596,23722
397,COREA,Maine,ME,196,68.5,2.31,17500,22782
398,CORINNA,Maine,ME,1918,48.2,2.27,23137,25046
399,CORNISH,Maine,ME,1289,46.1,2.23,23077,32521
400,CRANBERRY ISLES,Maine,ME,72,69.3,1.64,33000,48599
401,CUMBERLAND CENTER,Maine,ME,6345,39.6,2.83,51434,47751
402,CUSHING,Maine,ME,1475,43.4,2.51,25019,24842
403,CUTLER,Maine,ME,534,44.4,2.24,24250,27902
404,DAMARISCOTTA,Maine,ME,2016,49.8,1.99,31543,32382
405,DANFORTH,Maine,ME,751,55.5,2.2,13375,15014
406,WAITE,Maine,ME,168,42.4,2.55,18516,16182
407,DEER ISLE,Maine,ME,1726,54,2.21,25282,31919
408,DENMARK,Maine,ME,1089,45.8,2.9,27356,27163
409,DENNYSVILLE,Maine,ME,696,40.4,2.51,21042,21712
410,DETROIT,Maine,ME,901,42.1,2.64,21083,23521
411,DEXTER,Maine,ME,4129,48.9,2.2,20050,20718
412,DIXFIELD,Maine,ME,2657,42.9,2.8,16888,18853
413,DIXMONT,Maine,ME,1272,47.7,2.32,24635,26057
414,DOVER FOXCROFT,Maine,ME,4574,49.9,2.2,23317,25312
415,SEBEC,Maine,ME,490,47.4,2.44,18438,23151
416,DRESDEN,Maine,ME,1788,46,2.45,31563,30233
417,EAGLE LAKE,Maine,ME,875,57.7,2.17,17853,22352
418,EAST ANDOVER,Maine,ME,191,53.7,2.62,35250,24368
419,EAST BALDWIN,Maine,ME,624,43.6,2.72,27391,25227
420,EAST BOOTHBAY,Maine,ME,541,66.6,1.8,35435,54257
421,CORINTH,Maine,ME,2833,42.7,2.86,27250,22319
422,EAST DIXFIELD,Maine,ME,36,55.2,1.2,35882,27125
423,EDDINGTON,Maine,ME,2868,45.5,2.4,30127,27060
424,HOLDEN,Maine,ME,4611,44.6,2.5,30435,33123
425,LEBANON,Maine,ME,6168,40.8,2.79,27368,25120
427,EAST MACHIAS,Maine,ME,1488,39.1,2.52,23068,21811
428,EAST MILLINOCKET,Maine,ME,1804,49.1,2.16,20868,22644
430,EASTON,Maine,ME,1177,40.9,2.36,21875,24760
432,EASTPORT,Maine,ME,1399,53.7,1.9,19603,24211
433,SEBAGO,Maine,ME,1552,50.4,2.21,29361,33475
434,STONEHAM,Maine,ME,334,48.1,3.06,24200,19650
435,EAST WATERBORO,Maine,ME,2897,41.1,2.73,33125,29661
436,EAST WILTON,Maine,ME,60,52,1.2,29113,31340
438,ELIOT,Maine,ME,6380,47.4,2.48,35329,35670
439,ELLSWORTH,Maine,ME,13821,46.2,2.32,26790,29297
440,ETNA,Maine,ME,1142,48.2,2.64,21250,21512
442,EXETER,Maine,ME,1061,47.8,2.46,24091,24417
443,FAIRFIELD,Maine,ME,6555,40.6,2.54,23417,21900
444,FARMINGTON,Maine,ME,9687,39.5,2.43,20166,22690
445,FORT FAIRFIELD,Maine,ME,3367,48,2.09,23766,27875
447,FORT KENT,Maine,ME,4665,46.3,2.23,20843,23601
448,FRANKFORT,Maine,ME,983,43.6,2.24,23711,22643
449,FRANKLIN,Maine,ME,1830,48,2.29,20702,20848
450,FREEDOM,Maine,ME,1544,47.8,2.46,24531,23479
451,FREEPORT,Maine,ME,8296,46.6,2.43,33572,45150
452,FRIENDSHIP,Maine,ME,1035,48.6,2.49,23622,27226
453,FRYEBURG,Maine,ME,3806,45.4,2.88,20511,19591
454,FARMINGDALE,Maine,ME,2828,49.2,1.94,30387,28725
455,GARDINER,Maine,ME,11341,41.3,2.46,30907,26550
456,RANDOLPH,Maine,ME,2011,40.1,2.33,27063,27876
457,GARLAND,Maine,ME,1237,44.2,2.57,22123,22396
458,GEORGETOWN,Maine,ME,922,59,2.12,32740,39091
459,GORHAM,Maine,ME,17147,38.2,2.6,33251,34137
460,GOULDSBORO,Maine,ME,1116,46.3,2.38,25848,32945
461,GRAND ISLE,Maine,ME,473,56.2,1.99,15294,20629
462,GRAY,Maine,ME,7537,43.1,2.36,33059,35180
463,GREENE,Maine,ME,4354,38.3,2.67,32834,28886
464,GREENVILLE,Maine,ME,1901,56.6,2.16,24447,26413
465,SHIRLEY MILLS,Maine,ME,202,54.1,2.15,27232,29694
466,GREENVILLE JUNCTION,Maine,ME,11,71.5,1.57,19063,16482
467,GUILFORD,Maine,ME,2347,50,2.3,22668,22354
468,HALLOWELL,Maine,ME,2453,44.8,2.02,26336,31619
469,HAMPDEN,Maine,ME,8890,43.5,2.58,35175,38685
470,HANCOCK,Maine,ME,2121,47.9,2.13,28294,28044
471,HANOVER,Maine,ME,179,55.4,2.16,32500,38512
472,HARMONY,Maine,ME,1305,49.2,2.21,17313,20079
473,HARRINGTON,Maine,ME,1016,49.5,2.37,22930,21432
474,HARRISON,Maine,ME,3118,52.2,2.24,26551,27609
475,HARTLAND,Maine,ME,1680,48.4,2.33,20341,19394
476,HEBRON,Maine,ME,1852,35.4,3.48,20829,20024
478,HIRAM,Maine,ME,1719,44.7,2.8,19408,20864
479,HOLLIS CENTER,Maine,ME,4473,47.6,2.26,30236,30323
480,HOULTON,Maine,ME,9777,45.1,2.3,21306,23263
481,NEW LIMERICK,Maine,ME,498,49.8,2.22,24514,28249
482,HOWLAND,Maine,ME,1454,43.9,2.64,19427,18858
483,HUDSON,Maine,ME,1640,41.7,2.66,25047,24655
484,ISLAND FALLS,Maine,ME,1391,54.3,2.39,18491,22286
485,ISLESBORO,Maine,ME,759,52.3,2.13,35313,52303
486,ISLESFORD,Maine,ME,71,51.7,1.97,43750,41707
487,JACKMAN,Maine,ME,950,50,1.96,25682,25736
488,JAY,Maine,ME,4684,41.2,2.71,28136,25427
489,JEFFERSON,Maine,ME,2935,43.5,2.53,24824,22866
490,JONESBORO,Maine,ME,696,38,2.45,23047,19931
491,JONESPORT,Maine,ME,1321,52,2.16,20410,24297
492,KENDUSKEAG,Maine,ME,1149,35.9,2.54,31083,24445
493,KENNEBUNK,Maine,ME,11223,51.3,2.22,36444,48702
494,KENNEBUNKPORT,Maine,ME,7734,47.3,2.26,34468,39657
495,KENTS HILL,Maine,ME,1044,51.1,2.45,31859,31825
496,PARSONSFIELD,Maine,ME,1858,45.9,2.44,23250,26309
497,KINGFIELD,Maine,ME,1404,53.7,2.09,25444,32200
498,KINGMAN,Maine,ME,195,57.3,1.64,19948,20117
499,KITTERY,Maine,ME,7939,40.6,2.35,35415,38760
500,KITTERY POINT,Maine,ME,1710,61.8,1.82,27130,54076
501,LAGRANGE,Maine,ME,699,45.4,2.39,20208,20843
502,LEE,Maine,ME,946,48.4,2.59,21992,22894
503,LEEDS,Maine,ME,2300,40.2,2.7,28750,23165
504,LEVANT,Maine,ME,2941,40.5,2.7,29979,25965
505,LEWISTON,Maine,ME,36211,40.1,2.11,22054,23776
506,LIBERTY,Maine,ME,878,44.9,2.25,27750,22393
507,LIMERICK,Maine,ME,2981,38.3,2.52,25211,23394
508,LIMESTONE,Maine,ME,2260,37.1,2.38,15718,16025
509,LIMINGTON,Maine,ME,3712,43.1,2.91,29222,23973
510,LINCOLN,Maine,ME,5845,44.4,2.43,20173,26384
511,LINCOLNVILLE,Maine,ME,3828,50.2,2.25,31104,36281
512,DURHAM,Maine,ME,3910,42.8,2.49,37023,34031
513,LISBON,Maine,ME,4189,40.5,2.29,27167,24591
514,LISBON FALLS,Maine,ME,4683,37,2.63,28311,26507
515,LITCHFIELD,Maine,ME,3611,45.3,2.56,35293,33818
516,LITTLE DEER ISLE,Maine,ME,257,60.5,2.38,23984,98232
517,LIVERMORE,Maine,ME,2073,43.5,2.45,29333,28962
518,LIVERMORE FALLS,Maine,ME,3051,39.2,2.18,20500,18501
519,GREENWOOD,Maine,ME,681,46.9,2.84,26827,29955
520,LONG ISLAND,Maine,ME,257,55.3,2.18,37292,40008
521,LOVELL,Maine,ME,1069,50.9,2.65,28947,29316
522,LUBEC,Maine,ME,1748,56.7,2.06,17722,24386
523,MACHIAS,Maine,ME,3239,44,2.14,20100,21605
524,WESLEY,Maine,ME,89,60.2,1.82,20521,25392
525,MACHIASPORT,Maine,ME,1092,48.8,2.39,21269,24820
526,MADAWASKA,Maine,ME,3264,51.8,2.03,22417,23488
527,MADISON,Maine,ME,4726,51.5,2.11,22585,23739
528,MANCHESTER,Maine,ME,2552,46.4,2.41,35489,39519
529,MAPLETON,Maine,ME,2897,42.7,2.36,27781,27361
530,MARS HILL,Maine,ME,1405,44.8,2.4,20931,22847
531,MATINICUS,Maine,ME,67,54.1,1.86,21964,26330
532,MATTAWAMKEAG,Maine,ME,894,50.2,2.14,20387,21615
533,MECHANIC FALLS,Maine,ME,2954,40.6,2.54,29680,24163
534,MEDDYBEMPS,Maine,ME,297,59.8,2.05,26250,30227
535,BREMEN,Maine,ME,820,52.3,2.37,29167,28859
536,MEDWAY,Maine,ME,1168,48.3,2.32,21842,22179
537,MEXICO,Maine,ME,2620,53.6,2.69,22206,24333
538,MILBRIDGE,Maine,ME,1510,46.6,2.27,20777,22874
539,MILFORD,Maine,ME,3002,38.6,2.52,26030,24805
540,MILLINOCKET,Maine,ME,4768,54.9,2.09,21976,25959
541,MILO,Maine,ME,3002,43.6,2.33,17335,17327
542,MINOT,Maine,ME,2589,43.5,2.79,28611,32657
543,MONHEGAN,Maine,ME,52,48.5,2,35313,40958
544,MONMOUTH,Maine,ME,3080,48.4,2.54,31824,29987
545,MONROE,Maine,ME,968,48.4,2.21,23125,25278
546,MONSON,Maine,ME,583,55.5,2.25,22163,26453
547,MONTICELLO,Maine,ME,679,51.3,2.25,20724,25521
548,MORRILL,Maine,ME,1943,45.1,2.33,26867,25625
549,MOUNT DESERT,Maine,ME,1109,53.1,2.09,42647,50894
550,MOUNT VERNON,Maine,ME,1590,47.1,2.31,29801,28105
551,NAPLES,Maine,ME,3943,46.9,2.39,30703,30301
552,NEWCASTLE,Maine,ME,1653,46.5,2.08,36385,39766
553,NEWFIELD,Maine,ME,342,39.6,2.57,23583,20892
554,NEW GLOUCESTER,Maine,ME,5679,42.3,2.61,38514,30160
555,NEW HARBOR,Maine,ME,845,58.9,2.04,31538,33926
556,PEMAQUID,Maine,ME,158,63.4,1.7,37361,42270
557,NEWPORT,Maine,ME,3236,45.4,2.34,27335,26313
558,NEWRY,Maine,ME,391,52.6,2.52,27500,31250
559,NEW SHARON,Maine,ME,1567,41.1,2.77,23506,23966
560,NEW SWEDEN,Maine,ME,607,49.6,2.45,25000,23200
561,NEW VINEYARD,Maine,ME,900,42.5,2.96,24279,24433
562,NOBLEBORO,Maine,ME,1714,47.8,2.26,30344,31394
563,NORRIDGEWOCK,Maine,ME,4169,47.7,2.56,21515,25355
564,NORTH ANSON,Maine,ME,2054,47.3,2.47,23408,24296
565,NORTH BERWICK,Maine,ME,4704,45.1,2.52,30191,31796
567,NORTHEAST HARBOR,Maine,ME,488,48.5,1.91,39079,30987
568,EDGECOMB,Maine,ME,1082,52.1,2.03,29132,34511
569,NORTH HAVEN,Maine,ME,540,48.5,2.32,30347,36921
570,NORTH MONMOUTH,Maine,ME,1117,47,2.33,25373,30087
571,NEW PORTLAND,Maine,ME,848,57.5,2.06,26385,30251
572,SULLIVAN,Maine,ME,1064,47.3,2.39,23886,26527
573,NORTH VASSALBORO,Maine,ME,246,27.2,3.51,32308,17674
574,NORTH WATERBORO,Maine,ME,2952,44,2.68,37025,28477
575,NORTH WATERFORD,Maine,ME,29,65.9,1.81,51250,43593
576,WHITEFIELD,Maine,ME,2369,44.5,2.47,21743,24011
577,WINDHAM,Maine,ME,17976,39.9,2.67,34183,31327
578,NORWAY,Maine,ME,4968,37.1,2.92,22577,20137
579,OAKFIELD,Maine,ME,738,44.8,2.65,20043,17020
580,OAKLAND,Maine,ME,7264,45.2,2.43,26621,28402
581,OGUNQUIT,Maine,ME,1217,59.8,1.82,35543,50524
582,OCEAN PARK,Maine,ME,491,65.5,1.51,35000,39134
583,OLD ORCHARD BEACH,Maine,ME,8254,52.1,1.87,28798,44447
584,OLD TOWN,Maine,ME,9231,37.9,2.29,21394,24861
585,OQUOSSOC,Maine,ME,119,62.6,1.68,35139,46379
586,ORIENT,Maine,ME,628,55.2,2.12,18269,26058
587,ORLAND,Maine,ME,2133,51.4,2.25,24812,28314
588,ORONO,Maine,ME,10914,22.05,2.34,8982.5,14560.5
589,ORRINGTON,Maine,ME,3676,48.9,2.31,30952,29876
590,ORRS ISLAND,Maine,ME,634,61.1,1.99,42500,49821
591,OWLS HEAD,Maine,ME,1559,52.5,2.25,29861,33637
592,OXBOW,Maine,ME,56,66,2.15,17813,20816
593,OXFORD,Maine,ME,6677,43.3,2.84,24930,22424
594,PALERMO,Maine,ME,1483,49,2.29,27198,37242
595,PALMYRA,Maine,ME,2051,44.5,2.48,23057,23546
596,PASSADUMKEAG,Maine,ME,535,49.6,2.4,22946,22982
597,PATTEN,Maine,ME,1151,56.4,1.92,22219,26382
598,PEMBROKE,Maine,ME,1194,53,2.23,23848,23517
599,PENOBSCOT,Maine,ME,1214,54,2.08,25703,31017
600,PERHAM,Maine,ME,415,43.5,2.59,21080,20320
601,PERRY,Maine,ME,1398,39.4,2.34,22805,20963
602,PHILLIPS,Maine,ME,1766,46.7,2.38,18571,19607
603,PHIPPSBURG,Maine,ME,2198,55.4,2.12,35147,45644
604,PITTSFIELD,Maine,ME,4092,42.3,2.61,19784,20496
605,PLYMOUTH,Maine,ME,1280,45.9,2.44,27581,25643
606,POLAND,Maine,ME,5558,44.8,2.37,30408,28600
607,PORTAGE,Maine,ME,346,59.4,1.98,24231,23958
608,PORT CLYDE,Maine,ME,229,51.9,2.08,32434,63725
609,PORTER,Maine,ME,1612,49.1,2.95,18965,22139
610,PORTLAND,Maine,ME,65843,40.45,2.03,28263,33327.5
611,FALMOUTH,Maine,ME,11629,47.1,2.5,48491,63257
612,SOUTH PORTLAND,Maine,ME,25738,41,2.33,30335,33622
613,CAPE ELIZABETH,Maine,ME,9079,50.8,2.43,51273,53296
614,PEAKS ISLAND,Maine,ME,858,56.2,2.12,35305,46224
615,CUMBERLAND FORESIDE,Maine,ME,1350,53,2.42,61250,97877
616,POWNAL,Maine,ME,1689,46.4,2.66,35000,35468
617,PRESQUE ISLE,Maine,ME,9246,41.6,2.14,21381,24351
618,GRAND LAKE STREAM,Maine,ME,151,67.8,1.89,20625,29513
619,PRINCETON,Maine,ME,1604,38.5,2.39,19792,19311
621,RANGELEY,Maine,ME,1456,56.6,2.16,26135,30485
622,RAYMOND,Maine,ME,5106,50.5,2.42,35906,38570
623,READFIELD,Maine,ME,2556,46.3,2.36,32007,36548
624,RICHMOND,Maine,ME,3358,46.2,2.07,27652,27577
625,ROBBINSTON,Maine,ME,527,55.6,2.07,34018,45056
626,ROCKLAND,Maine,ME,7204,46.4,1.97,25861,26741
627,ROCKPORT,Maine,ME,3356,49.3,2.49,30618,38248
628,ROCKWOOD,Maine,ME,298,66.1,1.81,16667,24467
629,ROUND POND,Maine,ME,582,53.7,2.14,30612,42021
630,ROXBURY,Maine,ME,341,55.1,2.6,19464,24008
631,RUMFORD,Maine,ME,5730,52.1,2.35,18405,20540
632,SABATTUS,Maine,ME,6674,43.4,2.46,31755,27489
633,SACO,Maine,ME,19127,42.2,2.43,30912,32891
634,SAINT AGATHA,Maine,ME,806,55.8,2.04,20774,28926
635,SAINT ALBANS,Maine,ME,2172,41.7,2.75,21022,21749
636,SAINT DAVID,Maine,ME,610,47.9,2.13,26444,24932
637,SAINT FRANCIS,Maine,ME,508,56.9,1.71,18583,22610
638,SANFORD,Maine,ME,16478,40.4,2.36,24806,24544
639,SANGERVILLE,Maine,ME,1345,53.5,2.18,19984,24894
640,SCARBOROUGH,Maine,ME,19469,45.8,2.52,38601,43497
641,SEAL COVE,Maine,ME,430,45.6,2.36,31944,33291
642,SEAL HARBOR,Maine,ME,242,43.5,2.03,26875,56063
643,SEARSMONT,Maine,ME,1487,40.6,2.54,27351,23617
644,SEARSPORT,Maine,ME,2603,52.7,2.01,21359,22523
645,SARGENTVILLE,Maine,ME,183,50.5,2.58,23750,24867
646,SEDGWICK,Maine,ME,997,50.6,2.29,24000,29493
647,SHAPLEIGH,Maine,ME,2690,44.8,2.46,34500,26793
648,SHERMAN,Maine,ME,1023,52.1,2.52,18920,19104
649,STACYVILLE,Maine,ME,427,48.8,2.26,17061,17065
650,SINCLAIR,Maine,ME,310,62.5,1.91,20729,24530
651,SKOWHEGAN,Maine,ME,9721,45.7,2.15,21458,23290
652,SMITHFIELD,Maine,ME,635,49.5,2.26,27431,29168
653,SMYRNA MILLS,Maine,ME,843,39.9,2.79,17794,18796
654,WALLAGRASS,Maine,ME,538,45.5,2.53,21100,20257
655,SOLON,Maine,ME,926,47.4,2.42,24392,24868
656,SORRENTO,Maine,ME,372,48,2.55,25000,23497
657,SOUTH BERWICK,Maine,ME,7363,40.6,2.64,35506,38355
658,SOUTH BRISTOL,Maine,ME,439,62.1,1.74,28977,47460
659,SOUTH CHINA,Maine,ME,4185,41.5,2.48,27705,25286
660,SOUTH GARDINER,Maine,ME,457,47.4,2.5,27321,22622
661,HARPSWELL,Maine,ME,3864,57,2.27,35881,51795
662,SOUTH PARIS,Maine,ME,5148,44.6,2.65,19092,21935
663,SOUTH THOMASTON,Maine,ME,1431,47,2.59,28056,29417
664,SOUTHWEST HARBOR,Maine,ME,1684,50.4,2.1,28958,32559
665,SPRINGFIELD,Maine,ME,936,49.9,2.45,16544,16971
666,SPRINGVALE,Maine,ME,4398,40.3,2.35,25327,27400
667,SPRUCE HEAD,Maine,ME,800,47.6,2.27,32951,31683
668,STANDISH,Maine,ME,7591,42.5,2.44,31064,31531
669,STEEP FALLS,Maine,ME,2500,37.8,3.1,40068,27781
670,STETSON,Maine,ME,1459,45.2,2.79,23224,25215
671,STEUBEN,Maine,ME,1228,47,2.17,20795,24437
672,STILLWATER,Maine,ME,325,44.6,2.56,25000,21562
673,STOCKHOLM,Maine,ME,467,57.5,2.31,21708,27161
674,STOCKTON SPRINGS,Maine,ME,2252,51.8,2.09,26509,31565
675,ISLE AU HAUT,Maine,ME,27,36.5,1.59,20417,38941
676,STONINGTON,Maine,ME,1138,49.5,2.22,22357,24747
677,STRATTON,Maine,ME,483,42.9,2.25,21932,23226
678,STRONG,Maine,ME,1785,40.3,2.79,20984,20821
679,SUNSET,Maine,ME,86,63.7,1.83,18824,33448
680,SURRY,Maine,ME,1605,48.5,2.29,32905,38398
681,SWANS ISLAND,Maine,ME,488,42.5,2.48,27813,31019
682,TEMPLE,Maine,ME,638,49.6,2.36,21756,27418
683,TENANTS HARBOR,Maine,ME,1598,58.1,2.32,30938,38454
684,THOMASTON,Maine,ME,2767,44.7,2.08,24735,25347
685,THORNDIKE,Maine,ME,1644,43.4,2.44,22448,23401
686,TOPSFIELD,Maine,ME,262,57.5,2.05,24615,26966
687,TOPSHAM,Maine,ME,8737,44.1,2.32,35689,33770
688,TREVETT,Maine,ME,569,26.5,2.43,25233,35704
689,TROY,Maine,ME,987,39.8,2.37,22750,20849
690,TURNER,Maine,ME,5747,44,2.51,30050,30735
691,UNION,Maine,ME,3873,44.3,2.6,26307,25623
692,UNITY,Maine,ME,2398,26.9,2.34,14426,19869
693,FRENCHVILLE,Maine,ME,926,51.9,2.36,21983,24232
694,VAN BUREN,Maine,ME,2193,52,2.16,16432,20608
695,LAMBERT LAKE,Maine,ME,20,68.3,2,5000,6770
696,VANCEBORO,Maine,ME,141,59.7,2.17,19250,19895
697,VASSALBORO,Maine,ME,4084,41,2.46,31352,28893
698,VIENNA,Maine,ME,442,54.8,2.15,26563,27493
699,VINALHAVEN,Maine,ME,1168,53.4,2.25,20731,28289
700,WALDOBORO,Maine,ME,4996,47.2,2.22,23540,24966
701,WALPOLE,Maine,ME,561,50.6,2.19,31473,35729
702,WARREN,Maine,ME,4706,42.8,2.44,25616,23833
703,WASHBURN,Maine,ME,2038,45.8,2.44,23484,22114
704,WASHINGTON,Maine,ME,1506,44.7,2.48,23344,33952
705,WATERBORO,Maine,ME,1898,24.8,3.13,20233,16798
706,WATERFORD,Maine,ME,1428,50.6,2.44,24784,27642
707,WATERVILLE,Maine,ME,26671,42.1,2.15,21680,25182
708,WAYNE,Maine,ME,1003,51.6,2.28,33533,34433
709,WELD,Maine,ME,398,57.5,2.2,26202,30900
710,WELLS,Maine,ME,10048,53.4,2.21,30677,36479
711,WEST BALDWIN,Maine,ME,834,47.6,2.53,25508,25217
712,WEST BOOTHBAY HARBOR,Maine,ME,65,74.3,1.76,55417,122172
713,BOWDOIN,Maine,ME,3173,48.3,2.32,29603,28857
714,WESTBROOK,Maine,ME,18156,41.7,2.24,30704,29316
715,BUXTON,Maine,ME,8158,41.7,2.59,33281,34006
716,WEST ENFIELD,Maine,ME,1899,49.8,2.4,22275,25348
718,WESTFIELD,Maine,ME,652,55.6,2.38,13851,17571
719,WEST FORKS,Maine,ME,38,58,1.52,21458,24016
720,WEST NEWFIELD,Maine,ME,1216,50.7,2.24,27267,26056
721,WEST PARIS,Maine,ME,2116,40.6,3.17,22106,19177
722,PERU,Maine,ME,1360,50,2.71,25264,26644
723,SOUTHPORT,Maine,ME,602,64.3,1.84,28833,39128
724,SUMNER,Maine,ME,1069,40.2,3.09,19634,19891
725,WHITING,Maine,ME,338,45.4,2.35,29107,28300
726,WILTON,Maine,ME,4043,50.9,2.61,22821,24168
727,WINDSOR,Maine,ME,2561,42.7,2.49,26997,25047
728,WINN,Maine,ME,561,46,2.43,20875,19248
729,WINTER HARBOR,Maine,ME,456,49.7,2.02,25662,25831
730,WINTERPORT,Maine,ME,3871,44.5,2.33,31043,29641
731,WINTHROP,Maine,ME,5913,46.9,2.35,28441,31036
732,WISCASSET,Maine,ME,4397,48.7,2.21,24744,31181
733,BAILEYVILLE,Maine,ME,2203,48.7,2.21,26810,26117
734,WOOLWICH,Maine,ME,3069,45.6,2.39,33591,30942
735,WYTOPITLOCK,Maine,ME,319,53.9,1.97,16336,18684
736,YARMOUTH,Maine,ME,8494,49.4,2.36,36467,49351
737,NORTH YARMOUTH,Maine,ME,3735,43.5,2.73,42345,43446
738,YORK,Maine,ME,9838,49.6,2.28,40157,47102
739,YORK BEACH,Maine,ME,498,42.8,3.06,24679,25693
741,ACWORTH,New Hampshire,NH,442,51.8,2.29,23015,27861
742,ALSTEAD,New Hampshire,NH,2749,45.1,2.55,30815,30780
743,SOUTH ACWORTH,New Hampshire,NH,468,55.4,2.49,26985,34219
744,ALTON,New Hampshire,NH,3470,42,2.49,36612,30877
745,ALTON BAY,New Hampshire,NH,1882,56.6,2.38,36875,39565
746,AMHERST,New Hampshire,NH,11412,45.7,2.8,49628,54818
747,ANDOVER,New Hampshire,NH,2517,41.1,2.51,34310,31725
748,ANTRIM,New Hampshire,NH,2673,43.6,2.66,28855,27732
749,ASHLAND,New Hampshire,NH,2242,36.1,2.43,22463,22047
750,ASHUELOT,New Hampshire,NH,195,49.8,2.44,21905,19751
751,ATKINSON,New Hampshire,NH,6751,50,2.52,39505,49336
752,AUBURN,New Hampshire,NH,5293,44.6,2.67,44256,45996
753,BARNSTEAD,New Hampshire,NH,821,48.3,2.93,32596,40127
754,BARRINGTON,New Hampshire,NH,9006,41.8,2.62,40013,41201
755,BARTLETT,New Hampshire,NH,553,53.6,1.68,21090,25344
756,BATH,New Hampshire,NH,689,52.7,2.49,29655,31998
757,BELMONT,New Hampshire,NH,7354,44.1,2.6,31701,27278
758,BENNINGTON,New Hampshire,NH,1411,38.8,2.42,36845,30072
759,BERLIN,New Hampshire,NH,10273,42.3,2.17,21744,21491
760,BETHLEHEM,New Hampshire,NH,2545,49.9,2.29,26703,30408
761,BRADFORD,New Hampshire,NH,2284,47.7,2.58,31977,31108
762,BRISTOL,New Hampshire,NH,5822,44.5,2.54,28535,27450
763,BROOKLINE,New Hampshire,NH,5190,42.1,2.97,53750,49953
764,WATERVILLE VALLEY,New Hampshire,NH,191,53.6,2.22,52000,55352
765,CAMPTON,New Hampshire,NH,3365,54.8,1.97,37976,42059
766,THORNTON,New Hampshire,NH,2024,48,2.31,30503,29719
767,CANAAN,New Hampshire,NH,3968,44.7,2.56,30172,32447
768,CANDIA,New Hampshire,NH,3974,50.5,2.59,38823,43957
769,CANTERBURY,New Hampshire,NH,2248,49.8,2.38,38304,41039
770,CENTER BARNSTEAD,New Hampshire,NH,3709,40.9,2.71,33455,31298
771,CENTER CONWAY,New Hampshire,NH,2629,46.3,2.15,30800,37187
772,CENTER HARBOR,New Hampshire,NH,1000,53.2,2.27,35917,38259
773,CENTER OSSIPEE,New Hampshire,NH,2344,47.5,2.16,25510,25905
774,CENTER SANDWICH,New Hampshire,NH,1025,56.2,2.21,34261,39405
775,CHARLESTOWN,New Hampshire,NH,5301,47.3,2.38,23848,25347
776,CHESTER,New Hampshire,NH,4935,43.4,2.88,54080,48760
777,CHESTERFIELD,New Hampshire,NH,730,35,3.19,45195,30428
779,CLAREMONT,New Hampshire,NH,13739,43.4,2.32,28362,25157
780,COLEBROOK,New Hampshire,NH,3003,51.3,2.13,27774,28545
781,CONCORD,New Hampshire,NH,48546,40.3,2.4,31837,32046.5
782,BOW,New Hampshire,NH,7718,45.4,2.8,45332,44690
783,LOUDON,New Hampshire,NH,5403,48.8,2.61,34478,32207
784,CONTOOCOOK,New Hampshire,NH,5614,48.1,2.63,41770,43674
785,CONWAY,New Hampshire,NH,4046,40.4,2.27,26740,27726
786,CORNISH,New Hampshire,NH,1496,50.5,2.44,36474,37366
787,CORNISH FLAT,New Hampshire,NH,281,51.2,2.6,47386,42436
788,DANBURY,New Hampshire,NH,1369,44.9,2.33,36066,29542
789,DANVILLE,New Hampshire,NH,4479,41.1,2.78,36449,34596
790,DEERFIELD,New Hampshire,NH,4380,44.8,2.72,39989,39117
791,DERRY,New Hampshire,NH,33617,40.2,2.54,35238,33182
792,DOVER,New Hampshire,NH,30938,36.6,2.27,32927,35922
793,MADBURY,New Hampshire,NH,1869,37.6,3.11,42371,42961
794,DUBLIN,New Hampshire,NH,1479,50.3,2.42,32065,36458
795,DURHAM,New Hampshire,NH,16148,20.9,2.54,6939,22868
796,LEE,New Hampshire,NH,4375,44.1,2.49,46426,46789
797,EAST ANDOVER,New Hampshire,NH,266,44.2,2.44,31932,31715
798,EAST HAMPSTEAD,New Hampshire,NH,2283,46.1,2.17,41775,41873
799,EAST KINGSTON,New Hampshire,NH,3227,45.1,2.68,42244,44890
800,LEMPSTER,New Hampshire,NH,864,52.1,2.1,32348,35133
801,SULLIVAN,New Hampshire,NH,733,46.5,2.48,29758,32193
802,NELSON,New Hampshire,NH,675,47.1,2.45,32406,38540
803,SWANZEY,New Hampshire,NH,5892,43.2,2.57,27445,33542
804,EAST WAKEFIELD,New Hampshire,NH,2205,38.8,2.62,28710,25917
806,ENFIELD,New Hampshire,NH,4718,45.3,2.25,33858,48669
807,EPPING,New Hampshire,NH,6835,40.4,2.56,37063,35651
808,EPSOM,New Hampshire,NH,4652,45.9,2.53,35011,38358
809,CHICHESTER,New Hampshire,NH,2623,44.5,2.66,39078,35910
810,ERROL,New Hampshire,NH,355,59.2,1.85,24375,35931
811,ETNA,New Hampshire,NH,770,36,3.08,52200,63650
812,EXETER,New Hampshire,NH,21679,46,2.36,40097,46910
813,FARMINGTON,New Hampshire,NH,6834,40.4,2.51,29238,28605
814,FITZWILLIAM,New Hampshire,NH,2307,50.2,2.3,27202,35500
815,FRANCESTOWN,New Hampshire,NH,1593,49.3,2.49,40489,43770
816,FRANCONIA,New Hampshire,NH,1398,59.1,2.16,32052,44411
817,FRANKLIN,New Hampshire,NH,8607,44.4,2.33,26156,24913
818,FREEDOM,New Hampshire,NH,1314,55.7,2.22,25250,32915
